,Loc,Loc_Name,Loc Purp Desc,Loc/QTI,DC,Operating_Capacity,Total_Scheduled_Quantity,OAC,Loc_Zn,IT,Flow_Ind_Desc,State,County,Operator,OBA,G/T,Miles,EGM,Flw Cntl,All Qty Avail,Qty Reason,Cycle_Desc,Eff_Gas_Day,TSP
106,81738   ,SOUTHERN NATURAL @ SHADYSIDE,Delivery Location,DPQ,315000,200000,25414,174586,FLD     ,Y,D,LA      ,ST MARY,"Southern Natural Gas Company, L.L.C.",Y,T,-135,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
107,81749   ,TRUNKLINE / KATY - ATMOS ENERGY ,Receipt Location,RPQ,145000,145000,1,144999,FLD     ,Y,R,TX      ,WALLER,Atmos Energy Corporation,Y,T,-172,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
108,82010   ,ATMOS ENERGY,Delivery Location,DPQ,200,200,0,200,Z1A     ,N,D,LA      ,WEST CARROLL,Atmos Energy Corporation,N,T,204,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
109,82030   ,VALERO MKS LOGISTICS,Delivery Location,DPQ,1500,1500,0,1500,Z1A     ,N,D,MS      ,MARSHALL,"Valero MKS Logistics, L.L.C.",N,T,375,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
110,82032   ,"CITY OF SPLENDORA, TX",Delivery Location,DPQ,1000,1000,90,910,FLD     ,N,D,TX      ,MONTGOMERY,"Symmetry Energy Solutions, LLC",N,T,-119,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
111,82034   ,JOPPA PLANT - EEI,Delivery Location,DPQ,38000,38000,1850,36150,Z1B     ,Y,D,IL      ,MASSAC,"Electric Energy, Inc.",N,T,538,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
112,82035   ,CROSSROADS - NIPSCO,Delivery Location,DPQ,100000,100000,775,99225,Z-2     ,Y,D,IN      ,ST JOSEPH,Crossroads Pipeline Company,Y,T,889,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
113,82036   ,LAFARGE - LIBERTY ENERGY (MIDSTATES),Delivery Location,DPQ,1900,1900,1,1899,Z1B     ,N,D,IL      ,MASSAC,Liberty Utilities (Midstates Natural Gas) Corp.,N,T,538,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
114,82037   ,HONEYWELL - LIBERTY ENERGY (MIDSTATES),Delivery Location,DPQ,1647,1647,0,1647,Z1B     ,N,D,IL      ,MASSAC,Liberty Utilities (Midstates Natural Gas) Corp.,N,T,538,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
115,82041   ,WEST PADUCAH - ATMOS ENERGY,Delivery Location,DPQ,20000,20000,2501,17499,Z1B     ,N,D,KY      ,MC CRACKEN,Atmos Energy Corporation,Y,T,533,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
116,82044   ,CLECO RODEMAKER INTERCONNECT,Delivery Location,DPQ,120000,120000,0,120000,Z1A     ,N,D,LA      ,RAPIDES,CLECO Power LLC,N,T,63,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
117,82045   ,BYHALIA - FARLEY ROAD (311),Delivery Location,DPQ,10000,10000,1985,8015,Z1A     ,N,D,MS      ,MARSHALL,"Town of Byhalia, Mississippi",N,T,373,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
118,82049   ,SOUTH MISSISSIPPI ELECTRIC POWER,Delivery Location,DPQ,240000,240000,0,240000,Z1A     ,N,D,MS      ,PANOLA,South Mississippi Electric Power Association,N,T,328,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
119,82050   ,SHELBY COUNTY GENERATION STATOIN,Delivery Location,DPQ,87000,87000,0,87000,Z1B     ,N,D,IL      ,CUMBERLAND,"Shelby County Energy Center, LLC",N,T,688,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
120,82051   ,MIDWEST ELECTRIC POWER #1 - MIDWEST,Delivery Location,DPQ,165000,165000,0,165000,Z1B     ,Y,D,IL      ,MASSAC,"Electric Energy, Inc.",N,T,538,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
121,82052   ,MIDWEST ELECTRIC POWER #2 - MIDWEST,Delivery Location,DPQ,165000,165000,0,165000,Z1B     ,N,D,IL      ,MASSAC,"Midwest Electric Power, Inc.",N,T,538,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
122,82055   ,MARION GENERATING STATION - SIPC,Delivery Location,DPQ,68000,68000,0,68000,Z1B     ,N,D,IL      ,WILLIAMSON,Southern Illinois Power Cooperative,N,T,567,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
123,82056   ,SEED INTERCONNECT - PIONEER HI-BRED,Delivery Location,DPQ,4200,4200,0,4200,Z-2     ,N,D,IL      ,CHAMPAIGN,"Pioneer Hi-Bred International, Inc.",N,T,750,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
124,82058   ,RACCOON CREEK - UNION ELECTRIC DBA AMEREN MISSOURI ,Delivery Location,DPQ,85000,85000,0,85000,Z1B     ,N,D,IL      ,CLAY,Union Electric Company dba Ameren Missouri,N,T,642,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
125,82503   ,TRANSPORT - FLORIDA GAS,Delivery Location,DPQ,200000,0,0,0,FLD     ,N,D,LA      ,CALCASIEU,Florida Gas Transmission Company,Y,T,-23,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
126,82540   ,TGC @ RICELAND - NORAM,Delivery Location,DPQ,75000,170,0,170,Z1A     ,N,D,AR      ,CHICOT,Arkansas Louisiana Gas Company,N,T,212,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
127,82552   ,FONTENOT COMMON POINT - KAISER-FRANCES OIL,Receipt Location,RPQ,10000,10000,0,10000,FLD     ,N,R,LA      ,JEFFERSON DAVIS,Kaiser-Frances Oil Company,N,T,-39,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
128,82569   ,KATY - KINDER MORGAN TEJAS PIPELINE,Receipt Location,RPQ,150000,150000,1,149999,FLD     ,N,R,TX      ,HARRIS,Kinder Morgan Tejas Pipeline LLC,Y,T,-166,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
129,82581   ,"CITY OF SENATOBIA, MS",Delivery Location,DPQ,1000,1000,247,753,Z1A     ,N,D,MS      ,TATE,"City of Senatobia, Mississippi",Y,T,343,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
130,82594   ,KATY INTERCONNECT TGC RECEIPT- DCP OPERATING,Receipt Location,RPQ,100000,40000,25001,14999,FLD     ,N,R,TX      ,WALLER,"DCP Operating Company, LP",Y,T,-171,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
131,82596   ,WICKIZER #1 - ARCADIA,Receipt Location,RPQ,3000,3000,0,3000,FLD     ,N,R,TX      ,MONTGOMERY,"Arcadia Operating, LLC",N,T,-128,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
132,82604   ,WOOD RANCH - CHARRO OPERATING ,Receipt Location,RPQ,9900,9900,723,9177,FLD     ,N,R,TX      ,GOLIAD,Charro Operating,N,T,-298,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
133,82626   ,SOUTHWEST MANCHESTER INTCT - GOLDKING OPERATING ,Receipt Location,RPQ,4000,4000,100,3900,FLD     ,Y,R,LA      ,CALCASIEU,Goldking Operating Company,N,T,-23,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
134,82640   ,NE WRIGHT FIELD - MURPHY EXPLORATION,Receipt Location,RPQ,40000,40000,0,40000,FLD     ,N,R,LA      ,VERMILION,"White Oak Resources VI, LLC",N,T,-71,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
135,82666   ,TGC - TARGA INTERCONNECT AT BIG LAKE ROAD,Delivery Location,DPQ,300000,200000,85298,114702,FLD     ,Y,D,LA      ,CALCASIEU,Targa Midstream Services LLC,Y,T,-23,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
136,82669   ,RIVER RANCH INTERCONNECT - CHARRO OPERATING ,Receipt Location,RPQ,10000,10000,1,9999,FLD     ,N,R,TX      ,GOLIAD,Charro Operating,N,T,-293,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
137,82671   ,COAL MINE METHANE PLANT - KEYROCK ENERGY,Receipt Location,RPQ,12000,12000,1,11999,Z1B     ,N,R,IL      ,WILLIAMSON,Keyrock Energy LLC,N,T,569,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
138,82672   ,W BEARHEAD CREEK #2 - SWIFT ENERGY OPERATING ,Receipt Location,RPQ,5000,5000,138,4862,FLD     ,Y,R,LA      ,BEAUREGARD,Texegy Operating Company LLC,N,T,-18,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
139,82687   ,RIVER RANCH NORTH - CHARRO OPERATING ,Receipt Location,RPQ,12000,12000,0,12000,FLD     ,N,R,TX      ,GOLIAD,Charro Operating,N,T,-291,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
140,82691   ,TEMPLE INLAND INTERCONNECT - ETMS OIL,Receipt Location,RPQ,2500,2500,1,2499,FLD     ,Y,R,LA      ,BEAUREGARD,"ETMS Oil, LLC",N,T,-9,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
141,82693   ,BP AMERICA INTERCONNECT - S & S OPERATING,Receipt Location,RPQ,2500,2500,78,2422,FLD     ,Y,R,TX      ,JASPER,"S & S Operating Co., Inc.",N,T,-51,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
142,82698   ,HAYES MINERAL 19-1 - IHCOR ENERGY LA,Receipt Location,RPQ,5000,5000,1,4999,FLD     ,Y,R,LA      ,CALCASIEU,"Ihcor Energy LA, LLC",N,T,-23,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
143,82701   ,CALUMET PLANT SHRINKAGE,Delivery Location,DPQ,100000,100000,0,100000,FLD     ,N,D,LA      ,ST MARY,Enterprise Products Operating LLC,N,T,-141,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
144,82708   ,FLORIDA - TGC INTERCONNECT - VERMILION #1L,Delivery Location,DPQ,150000,0,0,0,FLD     ,N,D,LA      ,VERMILION,Florida Gas Transmission Company,Y,T,-76,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
145,82717   ,CHAMPAIGN LATERAL FARM TAPS - LIBERTY ENERGY (MIDSTATES),Delivery Location,DPQ,1000,1000,15,985,Z-2     ,N,D,IL      ,CHAMPAIGN,Liberty Utilities (Midstates Natural Gas) Corp.,N,T,750,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
146,82737   ,LIBERTY COUNTY INTERCONNECT - KINDER MORGAN TEXAS PIPELINE ,Receipt Location,RPQ,100000,100000,1,99999,FLD     ,N,R,TX      ,LIBERTY,Kinder Morgan Texas Pipeline LLC,Y,T,-112,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
147,82738   ,RICHLAND PARISH - ENABLE,Receipt Location,RPQ,1000000,1000000,122158,877842,Z1A     ,Y,R,LA      ,RICHLAND,"Enable Gas Transmission, LLC",Y,T,149,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
148,82739   ,COMPTON ROAD - KINDER MORGAN LOUISIANA PIPELINE,Receipt Location,RPQ,1000000,1000000,1,999999,FLD     ,N,R,LA      ,JEFFERSON DAVIS,Kinder Morgan Louisiana Pipeline LLC,Y,T,-33,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
149,82740   ,SILSBEE - MIDCOAST PIPELINES (EAST TEXAS) ,Receipt Location,RPQ,300000,300000,50001,249999,FLD     ,Y,R,TX      ,HARDIN,Midcoast Pipelines (East Texas) L.P.,Y,T,-73,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
150,82741   ,SILSBEE HARDIN COUNTY INTERCONNECT - HOUSTON PIPE LINE ,Receipt Location,RPQ,500000,500000,1,499999,FLD     ,N,R,TX      ,HARDIN,Houston Pipe Line Company LP,Y,T,-57,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
151,82742   ,BEAUREGARD PARISH INCT - CHENIERE CREOLE TRAIL PL,Receipt Location,RPQ,1000000,1000000,0,1000000,FLD     ,N,R,LA      ,BEAUREGARD,"Cheniere Creole Trail Pipeline, L.P.",Y,T,-11,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
152,82742   ,BEAUREGARD PARISH INCT - CHENIERE CREOLE TRAIL PL,Delivery Location,DPQ,1000000,1000000,122499,877501,FLD     ,N,D,LA      ,BEAUREGARD,"Cheniere Creole Trail Pipeline, L.P.",Y,T,-11,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
153,82743   ,EAST LINE TGC REC - ENABLE MISSISSIPPI RIVER TRANSMISSION,Receipt Location,RPQ,50000,50000,1,49999,Z1B     ,N,R,IL      ,CLAY,"Enable Mississippi River Transmission, LLC",Y,T,642,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
154,82744   ,GREENVILLE LATERAL @ BURDETTE ROAD - TEXAS GAS TRANSMISSION ,Receipt Location,RPQ,500000,500000,1,499999,Z1A     ,Y,R,MS      ,WASHINGTON,"Texas Gas Transmission, LLC",Y,T,239,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
155,82745   ,DOUGLAS COUNTY RECEIPT - ROCKIES EXPRESS PIPELINE ,Receipt Location,RPQ,275000,275000,91803,183197,Z1B     ,N,R,IL      ,DOUGLAS,Rockies Express Pipeline LLC,Y,T,725,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
156,82747   ,FAYETTEVILLE @ BOBO ROAD - FAYETTEVILLE EXPRESS PIPELINE ,Receipt Location,RPQ,900000,900000,92401,807599,Z1A     ,Y,R,MS      ,PANOLA,Fayetteville Express Pipeline LLC,Y,T,324,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
157,82748   ,CHRISTMAS LATERAL - DCP OPERATING,Receipt Location,RPQ,68000,68000,47000,21000,FLD     ,N,R,TX      ,GOLIAD,"DCP Operating Company, LP",N,T,-287,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
158,82751   ,FINTEX - DCP OPERATING,Receipt Location,RPQ,226800,226800,35605,191195,FLD     ,N,R,TX      ,BEE,"DCP Operating Company, LP",N,T,-311,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
159,82752   ,TIGER INTERCONNECT - ETC TIGER PIPELINE,Receipt Location,RPQ,540000,540000,126802,413198,Z1A     ,Y,R,LA      ,RICHLAND,ETC Tiger Pipeline LLC,Y,T,149,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
160,82753   ,GULF PLAINS - DCP OPERATING,Delivery Location,DPQ,144000,144000,76627,67373,FLD     ,N,D,TX      ,JIM WELLS,"DCP Operating Company, LP",N,T,-367,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
161,82754   ,BUTLER - DCP OPERATING,Receipt Location,RPQ,276000,276000,234662,41338,FLD     ,N,R,TX      ,GOLIAD,"DCP Operating Company, LP",N,T,-287,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
162,82759   ,JALAPENO RECEIPT - DCP,Receipt Location,RPQ,80000,80000,49000,31000,FLD     ,N,R,TX      ,JIM WELLS,"DCP Operating Company, LP",N,T,-401,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
163,82760   ,KENTUCKY TENNESSEE CLAY CO,Delivery Location,DPQ,350,350,198,152,Z1A     ,N,D,MS      ,PANOLA,Atmos Energy Corporation,N,T,330,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
164,82804   ,TGC - REGENCY INTRASTATE GAS INTERCONNECT,Receipt Location,RPQ,1000000,1000000,98628,901372,Z1A     ,Y,R,LA      ,CALDWELL,Regency Intrastate Gas LP,Y,T,134,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
165,82804   ,TGC - REGENCY INTRASTATE GAS INTERCONNECT,Delivery Location,DPQ,1000000,1000000,0,1000000,Z1A     ,Y,D,LA      ,CALDWELL,Regency Intrastate Gas LP,Y,T,134,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
166,82807   ,SE AVERY ISLAND LIFT GAS - TEXAS PETROLEUM,Delivery Location,DPQ,5000,5000,0,5000,FLD     ,N,D,LA      ,IBERIA,Texas Petroleum Investment Company,N,T,-103,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
167,82815   ,TGC RECEIPT @ KATY STORAGE - KSTLP,Receipt Location,RPQ,200000,200000,1,199999,FLD     ,N,R,TX      ,WALLER,"Katy Storage and Transportation, L.P.",Y,T,-173,N,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
168,82816   ,TGC DELIVERY @ KATY STORAGE - KSTLP,Delivery Location,DPQ,200000,200000,1,199999,FLD     ,N,D,TX      ,WALLER,"Katy Storage and Transportation, L.P.",Y,T,-173,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
169,82818   ,JALAPENO COMPRESSOR STATION FUEL - DCP MIDSTREAM MARKETING ,Delivery Location,DPQ,1000,1000,0,1000,FLD     ,N,D,TX      ,JIM WELLS,"DCP Midstream Marketing, LLC",N,T,-401,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
170,82819   ,GUILLORY #1- KAISER-FRANCIS GULF COAST,Receipt Location,RPQ,10000,10000,3800,6200,FLD     ,N,R,LA      ,CALCASIEU,"Kaiser-Francis Gulf Coast, L.L.C.",N,T,-23,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
171,82827   ,MCNUTT TGC RECEIPT - ENLINK LIG ,Receipt Location,RPQ,380000,380000,1,379999,Z1A     ,Y,R,LA      ,RAPIDES,"EnLink LIG, LLC",Y,T,63,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
172,82828   ,MOORE STAFFORD - C & E OPERATING ,Receipt Location,RPQ,10000,10000,71,9929,FLD     ,N,R,TX      ,JACKSON,"C & E Operating, Inc.",N,T,-239,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
173,82831   ,GRAHAM CATTLE - ACOCK/ANAQUA ,Receipt Location,RPQ,8000,8000,86,7914,FLD     ,N,R,TX      ,JIM WELLS,"Acock/Anaqua Operating Co., LP",N,T,-358,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
174,82835   ,BAYOU CARLIN - ENERGY XXI ONSHORE,Receipt Location,RPQ,80000,80000,0,80000,FLD     ,Y,R,LA      ,ST MARY,"Energy XXI Onshore, LLC",N,T,-125,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
175,82836   ,SHIRLEY GAY #1 - BALLARD,Receipt Location,RPQ,2000,2000,0,2000,FLD     ,N,R,TX      ,LIBERTY,"Ballard Natural Gas, LLC",N,T,-110,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
176,82848   ,KAUP #1 - ZACHRY EXPLORATION,Receipt Location,RPQ,7000,7000,617,6383,FLD     ,N,R,TX      ,JACKSON,"Zachry Exploration, Ltd.",N,T,-246,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
177,82852   ,KNOLLE - CUMMINS & WALKER ,Receipt Location,RPQ,5000,5000,25,4975,FLD     ,N,R,TX      ,JIM WELLS,"Cummins & Walker Oil Company, Inc.",N,T,-345,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
178,82855   ,MALONE - T-C OIL,Receipt Location,RPQ,20000,20000,1450,18550,FLD     ,N,R,TX      ,BEE,T-C Oil Company,N,T,-315,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
179,82858   ,D ROSE ET AL #1 - ZACHRY EXPLORATION,Receipt Location,RPQ,1000,1000,0,1000,FLD     ,N,R,TX      ,JACKSON,"Zachry Exploration, Ltd.",N,T,-244,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
180,82860   ,CYPRESS HOOKS - HOOKS GAS PIPELINE ,Delivery Location,DPQ,15000,15000,3000,12000,FLD     ,N,D,TX      ,HARRIS,"Hooks Gas Pipeline, LLC",N,T,-145,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
181,82861   ,ACADIAN - TRUNKLINE RECEIPT INTERCONNECT ,Receipt Location,RPQ,500000,500000,1,499999,Z1A     ,Y,R,LA      ,RAPIDES,Acadian Gas Pipeline System,Y,T,63,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
182,82862   ,TRUNKLINE DELIVERY TO TARGA MIDSTREAM SERVICES @ ACADIA,Delivery Location,DPQ,130000,130000,1000,129000,FLD     ,Y,D,LA      ,ACADIA,Targa Midstream Services LLC,N,T,-50,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
183,82864   ,NEPTUNE PLANT ,Receipt Location,RPQ,200000,200000,53392,146608,FLD     ,Y,R,LA      ,ST MARY,"Trunkline Gas Company, LLC",Y,T,-141,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
184,82868   ,LOBO PIPELINE ,Receipt Location,RPQ,70000,70000,0,70000,FLD     ,N,R,TX      ,JIM WELLS,Lobo Pipeline Company LLC,N,T,-388,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
185,82869   ,INDIAN VILLAGE LIFT GAS,Delivery Location,DPQ,380,380,205,175,FLD     ,Y,D,LA      ,ALLEN,J. P. Oil Company,N,T,-16,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
186,82870   ,ANN #1,Receipt Location,RPQ,2000,2000,1,1999,FLD     ,N,R,TX      ,VICTORIA,"CML Exploration, LLC",N,T,-271,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
187,82871   ,ESTHER FIELD,Receipt Location,RPQ,10000,10000,0,10000,FLD     ,N,R,LA      ,VERMILION,"Dailey Oil & Gas, LLC",N,T,-86,Y,N,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
188,82872   ,BEL MINERALS 16 NO.1,Receipt Location,RPQ,9000,9000,91,8909,FLD     ,Y,R,LA      ,ALLEN,"Pennington Operating Company, LLC",N,T,-7,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
189,82877   ,TGC-INTERCONNECT GILLIS,Delivery Location,DPQ,100000,100000,30965,69035,FLD     ,Y,D,LA      ,CALCASIEU,Florida Gas Transmission Company,Y,T,-17,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
190,82878   ,TARGA LOWRY PLANT,Receipt Location,RPQ,70000,70000,14000,56000,FLD     ,Y,R,LA      ,CAMERON,Targa Midstream Services LLC,N,T,-49,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
191,93058   ,SABINE HENRY HUB LOW PRESSURE ,Receipt Location,RPQ,130000,130000,0,130000,FLD     ,N,R,LA      ,VERMILION,Sabine Pipe Line LLC,Y,T,-94,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
192,93058   ,SABINE HENRY HUB LOW PRESSURE ,Delivery Location,DPQ,130000,100000,230,99770,FLD     ,N,D,LA      ,VERMILION,Sabine Pipe Line LLC,Y,T,-94,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
193,93069   ,"MEMPHIS LIGHT, GAS & WATER DIVISION NORTH & SOUTH",Delivery Location,DPQ,400000,400000,120023,279977,Z1A     ,N,D,TN      ,FAYETTE,"Memphis Light, Gas & Water Division",N,T,383,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
194,93072   ,LA 1 STORAGE FIELD - ACCTG METER,Receipt Location,RPQ,300000,300000,0,300000,FLD     ,Y,R,LA      ,JEFFERSON DAVIS,"Egan Hub Storage, LLC",Y,T,-45,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
195,93072   ,LA 1 STORAGE FIELD - ACCTG METER,Delivery Location,DPQ,300000,300000,73350,226650,FLD     ,Y,D,LA      ,JEFFERSON DAVIS,"Egan Hub Storage, LLC",Y,T,-45,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
196,93073   ,PERRYVILLE IN & OUT - ENABLE GAS TRANSMISSION (ACCTG),Receipt Location,RPQ,180000,70000,25374,44626,Z1A     ,Y,R,LA      ,RICHLAND,"Enable Gas Transmission, LLC",Y,T,167,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
197,93073   ,PERRYVILLE IN & OUT - ENABLE GAS TRANSMISSION (ACCTG),Delivery Location,DPQ,180000,70000,0,70000,Z1A     ,Y,D,LA      ,RICHLAND,"Enable Gas Transmission, LLC",Y,T,167,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
198,93074   ,TEXAS EASTERN LICK CREEK,Delivery Location,DPQ,150000,150000,1,149999,Z1B     ,N,D,IL      ,WILLIAMSON,"Texas Eastern Transmission, LP",Y,T,567,Y,Y,Y,,Intraday%201-2021-01-26-7933062,2021-01-26 21:57:18.308804,7933062
